RefID,Project,Location,Est Cost $M,2022-23,2023-24,0-5,5-10,0-10,0-15,10-15,15+,Challenge / Opportunity,log_cost,Region_Presented,Region_Big Rivers,Region_Central Australia,Region_East Arnhem,Region_Greater Darwin,Region_Territory Wide,Region_Top End Rural,Sub Sector_Agribusiness,Sub Sector_Air Transport,Sub Sector_Aquaculture,Sub Sector_Arts Trail,Sub Sector_Aviation Technology,Sub Sector_Civic Services,Sub Sector_Cotton,Sub Sector_Creative Industries,Sub Sector_Cruise Industry,Sub Sector_Cultural Experiences,Sub Sector_Development and Maintenance of Facilities,Sub Sector_Digital Industries,Sub Sector_Digital and Telecommunications Infrastructure,Sub Sector_Drive Market,Sub Sector_Education and Training,Sub Sector_Electricity,Sub Sector_Festivals and Major Events,Sub Sector_Fuel Storage,Sub Sector_Green and Blue Infrastructure,Sub Sector_Health,Sub Sector_Heritage Trails,Sub Sector_Horticulture,Sub Sector_Housing,Sub Sector_Industrial Subdivisions,Sub Sector_Intermodal Hubs,Sub Sector_Justice and Public Safety,Sub Sector_Lifestyle,Sub Sector_Manufacturing,Sub Sector_Marine Infrastructure,Sub Sector_Meeting Places,Sub Sector_Mining,Sub Sector_National Critical Care and Trauma Response,"Sub Sector_Parks, Reserves, Waterways","Sub Sector_Rail, Roads and Bridges",Sub Sector_Residential Subdivisions,Sub Sector_Retail and Business,Sub Sector_Space,Sub Sector_Sport and Recreation,"Sub Sector_Sporting, Recreation, Lifestyle",Sub Sector_Superyacht Industry,Sub Sector_Tourism,Sub Sector_Training Facilities,Sub Sector_Transport and Logistics,Sub Sector_Unlock the potential of the Territory's regions,Sub Sector_Waste Management,Sub Sector_Water,Sub Sector_Work stay play,Enabling Infrastructure_Other,Enabling Infrastructure_Social Infrastructure,Enabling Infrastructure_Transport and Logistics,Enabling Infrastructure_Utilities,Industry Sector_Civic Services,Industry Sector_Defence and Security,Industry Sector_Education and Training,Industry Sector_Emerging Industries,Industry Sector_Health,Industry Sector_Housing,Industry Sector_Justice and Public Safety,Industry Sector_Land,Industry Sector_Lifestyle,Industry Sector_Resources,"Industry Sector_Sporting, Recreation, Lifestyle",Industry Sector_Tourism,Industry Sector_Transport and Logistics,Industry Sector_Utilities,Category_P
1340,Stuart Highway WWII and pastoral history journey experience,"-13.1775, 131.1697",5.3,2.6,3.0,,,,,,,"Value, preserve and expand historic and cultural places, increase visitation opportunities and visitor experience",0.724275869600789,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2s22,"Territory Parks – develop new visitor hubs in the Top End, Savannah Gulf, Barkly and Central Australia regions","-13.1775, 131.1697",5.3,2.6,3.0,,,,,,,"Value, preserve and expand access to parks, increase visitation opportunities and visitor experience",0.724275869600789,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0s24,Territory Parks – water security projects,"-18.0000,129.0811",5.3,2.6,3.0,,,,,,,Ensure water security to enable commercial opportunities,0.724275869600789,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
617,Territory Schools - air-conditioning mechanical and electrical upgrades ,"-18.2000,129.0811",50.0,2.6,3.0,,,,,,,Upgrade ageing infrastructure to support the continued delivery of quality education,1.6989700043360187,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1105,Child care centre upgrade program ,"-18.4000,129.0811",7.0,1.0,1.0,,,,,,,Contemporary educational infrastructure to support growth in early years learning enrolments,0.8450980400142568,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1139.1,Access roads to barge landings and aerodromes,"-18.6000,129.0811",5.3,2.6,3.0,,,,,,,"Improve all weather air and sea access to support accessibility, visitor growth and community safety",0.724275869600789,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1139,Aerodrome and airstrip upgrades,"-18.8000,129.0811",30.0,2.6,3.0,,,,,,,"Support connectivity and improve all weather access to improve community safety, accessibility and support future growth",1.4771212547196624,Territory Wide,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2n13,AFLNT facilities - upgrade to support growth in girls and womens football,"-19.0000,129.0811",0.5,2.6,3.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience",-0.3010299956639812,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1138,Barge landing upgrades,"-19.2000,129.0811",10.0,2.6,3.0,,,,,,,Support economic development by improving all weather access and goods handling facilities,1.0,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9s19,Communications network upgrades to provide terabit transmission to southern states,"-12.460834, 130.84444",18.0,2.6,3.0,,,,,,,Enabling connectivity and creating digital equality,1.255272505103306,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0j19,Correctional facility expansions - additional facilities for prisoners,"-19.4000,129.0811",300.0,2.6,3.0,,,,,,,Meet community expectation through additional correctional infrastructure,2.4771212547196626,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2n14,Football ovals - install lighting,"-19.6000,129.0811",3.5,2.6,3.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience",0.5440680443502757,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2o13,Inligo Network - terrestrial fibre cable connecting Darwin and Adelaide,"-12.460834, 130.84444",5.3,2.6,3.0,,,,,,,Build a resilient and diversified digital network,0.724275869600789,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1124,Mobile and/or broadband services,"-19.8000,129.0811",30.0,2.6,3.0,,,,,,,Enable connectivity and create digital opportunities,1.4771212547196624,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1140,"Public Transport - upgrade bus stops, install bus stop shelters, upgrade bus interchanges, Disability Discrimination Act (DDA) compliance upgrades and CCTV","-20.0000,129.0811",20.0,2.6,2.0,,,,,,,"Support accessibility, connectivity and amenity for public transport passengers",1.3010299956639813,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2n16,Remote Infrastructure Fund - upgrade 40+ community facilities to support AFL,"-20.2000,129.0811",200.0,2.6,20.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience",2.3010299956639813,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2r20,Across the region - housing infill lots: power and water asset upgrades and network extensions to service nominated infill lots,"-15.400,129.0811",1.0499999999999998,0.35,0.7,,,,,,,Enable economic development and population growth through expanded utilities networks for new land development,0.021189299069937998,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1083,Across the region - power network and substation upgrades ,"-12.3832, 130.8763",84.0,11.98,1.62,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",1.9242792860618816,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0r2,Across the region - Specialist Disability Accommodation – land grant,"-12.46083, 130.84444",1.06,1.06,3.0,,,,,,,Provide purpose built accommodation for people with disabilities,0.02530586526477026,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2l6,"Across the region - upgrade bus stops, install bus stop shelters, upgrade bus interchanges, Disability Discrimination Act (DDA) compliance upgrades","-15.600,129.0811",2.7,2.7,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",0.43136376415898736,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0j34,Airport Development Group – diesel storage facility,"-12.460834, 130.84444",60.0,2.6,3.0,,,,,,,Expanding Australia's diesel storage to boost long-term fuel security,1.7781512503836436,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8k61,Arafura Stadium athletics track upgrades,"-12.404, 130.9104",1.6,1.6,3.0,,,,,,,"Strengthen a healthy, active lifestyle by improving sporting opportunities and enhance visitor experience",0.2041199826559248,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2o2,Aviation Advanced Manufacturing Precinct,"-12.404, 130.9104",10.0,2.6,3.0,,,,,,,Grow manufacturing capabilities in the Territory,1.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0x122,Bees Creek - National Critical Care and Trauma Response Centre - emergency training facility,"-12.5803, 131.0551",3.0,3.0,3.0,,,,,,,Ensure the Territory has expertise to respond to a crisis,0.47712125471966244,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2b11,Berrimah - replace Trevor Horman Zone Substation,"-12.3832, 130.8763",41.0,20.0,19.0,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",1.6127838567197355,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
299,"Berrimah Farm - Northern Territory Government Research Precinct 
- new Science Services Laboratory Building ","-12.432, 130.9205",19.0,15.8,3.0,,,,,,,Increase research capacity and capability in the Territory,1.2787536009528289,Greater Darwin,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Berrimah North Area Plan - headworks infrastructure,"-12.4240, 130.9131",43.0,12.9,3.0,,,,,,,Enable economic development and population growth by increasing land availability,1.6334684555795864,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0p4,Casuarina Pool redevelopment,"-12.3738, 130.8814",25.0,2.6,3.0,,,,,,,Enhance liveability by improving community facilities,1.3979400086720377,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2t6,Channel Island Power Station - fleet tranisition phase 1 and 2,"-12.553376, 130.86666",70.7,33.81,1.16,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",1.8494194137968993,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2t7,Channel Island Power Station - life extension upgrades and hot gas path realignment,"-12.553376, 130.86666",20.3,13.15,4.65,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",1.307496037913213,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0s15,Charles Darwin University - Casuarina campus optimisation,"-12.3738, 130.8814",25.0,2.6,3.0,,,,,,,Enhance educations services and facilities,1.3979400086720377,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9s11,Charles Darwin University - Education and Community Precinct - new city campus (City Deals),"-12.460834, 130.84444",225.0,100.0,3.0,,,,,,,Unlock business and industry development opportunities and create a safe and vibrant place for people to enjoy,2.3521825181113627,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8n05,City of Darwin - council driveway program,"-12.460834, 130.84444",2.2,0.22,0.22,,,,,,,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",0.3424226808222063,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,City of Darwin - council irrigation infrastructure upgrades,"-12.460834, 130.84444",2.0,0.2,0.2,,,,,,,Improve public open space amenity and maximise irrigation efficiency,0.3010299956639812,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011.1,City of Darwin - council pathway program,"-12.460834, 130.84444",9.0,1.3,1.3,,,,,,,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",0.9542425094393249,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8n09,City of Darwin - council road resurfacing and renewal,"-12.460834, 130.84444",12.0,2.2,2.2,,,,,,,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",1.0791812460476249,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8n07,City of Darwin - council street and public lighting,"-12.460834, 130.84444",14.85,1.0,1.25,,,,,,,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",1.1717264536532312,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
394,"Civic and State Square Revitalisation (includes City Deals) - CBD Art Gallery, central heart shade structure, walkways, landscaping and public art
","-12.4650, 130.8382",165.0,153.0,3.0,,,,,,,Unlock business and industry development opportunities and create a safe and vibrant place for people to enjoy,2.2174839442139063,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8l04,Coolalinga traffic management,"-12.5183, 131.042",27.0,10.0,17.0,,,,,,,Improve safety and connectivity in and around the Coolalinga commercial precinct,1.4313637641589874,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1184,Cox Peninsula Road - upgrade intersections to improve capacity and safety,Cox Peninsula Road NT Australia,3.0,2.6,1.5,,,,,,,Support development of the extractive industry ,0.47712125471966244,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0o13,Crowley Project Caymus - Bulk Liquids Area – construct U.S Defence jet fuel storage facility ,"-12.477441, 130.90151",270.0,2.6,3.0,,,,,,,Strategic bilateral defence facilty for fuel reserve storage ,2.4313637641589874,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2s01,Dameo-Ra Park redevelopment with entrance to Waterfront,"-12.477441, 130.90151",1.0,1.0,3.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience",0.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2b15,Darwin - groundwater disinfection,"-12.460834, 130.84444",6.0,0.3,0.7,,,,,,,Support population growth by improving access to quality water,0.7781512503836436,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9j11.1,Darwin Corporate Park - commercial office building,"-12.432, 130.9205",25.0,2.6,3.0,,,,,,,Increase availability of quality office space,1.3979400086720377,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2j02,Darwin International Airport - aerobridge replacement and concrete bays,"-12.432, 130.9205",10.0,2.6,3.0,,,,,,,"Improve airport services to support accessibility, visitor growth and tourism",1.0,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0j17,Darwin International Airport - auto bag drop installation,"-12.460834, 130.84444",3.0,2.6,3.0,,,,,,,"Improve airport services to support accessibility, visitor growth and tourism",0.47712125471966244,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8nt07,"Darwin International Airport - Darwin Airport Central - Osgood South ""West Village"" - stage 3","-12.460834, 130.84444",3.5,2.6,3.0,,,,,,,Improve liveability through the provision of a variety of contemporary retail and commercial  precinct options,0.5440680443502757,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2j05,Darwin International Airport - upgrade of short stay car park to include solar panels,"-12.460834, 130.84444",3.0,2.6,3.0,,,,,,,"Improve airport services to support accessibility, visitor growth and tourism",0.47712125471966244,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
349,Darwin Local Court fit out - Northern Territory Civil and Administrative Tribunal (NT CAT),"-12.466722, 130.844019",1.5,1.4,3.0,,,,,,,Strengthen equitable access by improving infrastructure to support judicial services,0.17609125905568124,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1198,Darwin Ship Lift Facility,"-12.486837, 130.897871",400.0,120.5,3.0,,,,,,,Provide a common user facility for the general maritime sector and Department of Defence,2.6020599913279625,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,"Darwin Waterfront 
- headworks infrastructure
- critical infrastructure upgrades 
- landscaping works","-12.4695, 130.8446",7.0,2.6,6.1,,,,,,,Master planned vision for Darwin's central water attraction catering to both residents and visitors,0.8450980400142568,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8f02,Darwin Youth Justice Centre development and fit out,"-12.459752, 130.961649",72.0,48.2,3.0,,,,,,,"Improve outcomes for young people in detention, their families and the community",1.8573324964312685,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
